URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://www.googleapis.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/127.0.0.1,50192,www.googleapis.com/142.251.42.10,443,,01 Nov 2023 12:32:22,,,,149359,3,39,,,,,0.0029296875,,,517,0,0,,0,0,,
https://www.googleapis.com,RECEIVED_RESPONSE_HEADER,200,https,CONNECT,,/127.0.0.1,50193,www.googleapis.com/142.251.42.10,443,,01 Nov 2023 12:32:22,,,,149359,1,44,,,,,0.0029296875,,,517,0,0,,0,0,,
https://www.googleapis.com,RECEIVED_RESPONSE_HEADER,200,https,CONNECT,,/127.0.0.1,50188,www.googleapis.com/142.251.42.10,443,,01 Nov 2023 12:32:22,,,,149360,2,69,,,,,0.0029296875,,,517,0,0,,0,0,,
https://drivefrontend-pa.googleapis.com,RECEIVED_RESPONSE_HEADER,200,https,CONNECT,,/127.0.0.1,50187,drivefrontend-pa.googleapis.com/142.250.67.234,443,,01 Nov 2023 12:32:22,,,,149360,2,48,,,,,0.0029296875,,,517,0,0,,0,0,,
https://drivefrontend-pa.googleapis.com,RECEIVED_RESPONSE_HEADER,200,https,CONNECT,,/127.0.0.1,50190,drivefrontend-pa.googleapis.com/142.250.67.234,443,,01 Nov 2023 12:32:22,,,,149360,10,47,,,,,0.0029296875,,,517,0,0,,0,0,,
https://drivefrontend-pa.googleapis.com,RECEIVED_RESPONSE_HEADER,200,https,CONNECT,,/127.0.0.1,50184,drivefrontend-pa.googleapis.com/142.250.67.234,443,,01 Nov 2023 12:32:22,,,,149360,3,45,,,,,0.0029296875,,,571,0,0,,0,0,,
https://drivefrontend-pa.googleapis.com,RECEIVED_RESPONSE_HEADER,200,https,CONNECT,,/127.0.0.1,50186,drivefrontend-pa.googleapis.com/142.250.67.234,443,,01 Nov 2023 12:32:22,,,,149360,1,55,,,,,0.0029296875,,,517,0,0,,0,0,,
https://drivefrontend-pa.googleapis.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/127.0.0.1,50185,drivefrontend-pa.googleapis.com/142.250.67.234,443,,01 Nov 2023 12:32:22,,,,149359,6,27,,,,,0.0029296875,,,517,0,0,,0,0,,
https://drivefrontend-pa.googleapis.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/127.0.0.1,50189,drivefrontend-pa.googleapis.com/142.250.192.42,443,,01 Nov 2023 12:32:22,,,,149359,9,30,,,,,0.0029296875,,,517,0,0,,0,0,,
https://drivefrontend-pa.googleapis.com,RECEIVED_RESPONSE_HEADER,200,https,CONNECT,,/127.0.0.1,50183,drivefrontend-pa.googleapis.com/142.250.67.234,443,,01 Nov 2023 12:32:22,,,,149359,3,56,,,,,0.0029296875,,,517,0,0,,0,0,,
https://configuration.apple.com,COMPLETE,200,https,CONNECT,,/127.0.0.1,50205,configuration.apple.com/23.201.220.26,443,,01 Nov 2023 12:32:24,,,01 Nov 2023 12:32:55,31035,53,48,127,,,,0.30664062,,,1040,0,562,260,0,7883,,
https://rr2---sn-cvh76nll.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,42140,rr2---sn-cvh76nll.gvt1.com/173.194.52.167,443,,01 Nov 2023 12:32:25,,,01 Nov 2023 12:32:25,356,1,32,51,,,,1013.249,,,1040,0,850,260,0,367224,,
https://rr5---sn-cvh7kn6s.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,42150,rr5---sn-cvh7kn6s.gvt1.com/172.217.141.74,443,,01 Nov 2023 12:32:26,,,01 Nov 2023 12:32:26,356,2,39,67,,,,514.8096,,,1040,0,914,260,0,185457,,
https://rr3---sn-cvh7kn6d.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,42152,rr3---sn-cvh7kn6d.gvt1.com/74.125.158.40,443,,01 Nov 2023 12:32:26,,,01 Nov 2023 12:32:27,841,334,38,78,,,,92.694336,,,1040,0,914,260,0,77613,,
https://rr2---sn-cvh76ner.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,42166,rr2---sn-cvh76ner.gvt1.com/74.125.169.71,443,,01 Nov 2023 12:32:27,,,01 Nov 2023 12:32:28,591,277,39,84,,,,88.927734,,,1040,0,915,260,0,51603,,
https://ssl.google-analytics.com,RECEIVED_RESPONSE_HEADER,200,https,CONNECT,,/192.168.1.174,42178,ssl.google-analytics.com/142.250.183.136,443,,01 Nov 2023 12:32:28,,,,143140,44,38,,,,,9.765625E-4,,,190,0,0,,0,0,,
https://rr2---sn-cvh76ney.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,42190,rr2---sn-cvh76ney.gvt1.com/74.125.169.103,443,,01 Nov 2023 12:32:28,,,01 Nov 2023 12:32:31,2719,58,22,63,,,,3382.29,,,1040,0,928,260,0,9414935,,
https://music.youtube.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50213,music.youtube.com/142.250.183.46,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://music.youtube.com - connection dropped,01 Nov 2023 12:32:33,,,01 Nov 2023 12:32:33,809,64,96,,,,,0.0,,,,0,,,0,,,
https://music.youtube.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50215,music.youtube.com/142.250.183.46,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://music.youtube.com - connection dropped,01 Nov 2023 12:32:34,,,01 Nov 2023 12:32:34,220,17,37,,,,,0.0,,,,0,,,0,,,
https://music.youtube.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50218,music.youtube.com/172.217.160.174,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://music.youtube.com - connection dropped,01 Nov 2023 12:32:34,,,01 Nov 2023 12:32:34,155,60,69,,,,,0.0,,,,0,,,0,,,
https://app-measurement.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.1.174,46902,app-measurement.com/142.250.66.14,443,,01 Nov 2023 12:32:34,,,,137103,227,673,179,,,,0.040039062,,,1608,0,2301,390,0,1355,,
https://firebaseinstallations.googleapis.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.1.174,46912,firebaseinstallations.googleapis.com/142.251.42.74,443,,01 Nov 2023 12:32:35,,,,135973,109,104,,,,,0.0029296875,,,517,0,0,,0,0,,
https://notifications-pa.googleapis.com,RECEIVED_RESPONSE_HEADER,200,https,CONNECT,,/192.168.1.174,46918,notifications-pa.googleapis.com/142.251.42.106,443,,01 Nov 2023 12:32:35,,,,135702,104,198,,,,,0.0029296875,,,517,0,0,,0,0,,
https://play.googleapis.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.1.174,46924,play.googleapis.com/142.250.77.170,443,,01 Nov 2023 12:32:36,,,,135353,143,106,313,,,,0.06933594,,,1040,0,1225,260,0,7130,,
https://android.apis.google.com,RECEIVING_REQUEST_BODY,200,https,CONNECT,,/192.168.1.174,46942,android.apis.google.com/142.250.192.78,443,,01 Nov 2023 12:32:37,,,,134169,107,31,152,,,,0.0546875,,,1096,0,3822,272,0,2339,,
https://rr3---sn-cvh7knzy.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,46930,rr3---sn-cvh7knzy.gvt1.com/172.217.140.8,443,,01 Nov 2023 12:32:37,,,01 Nov 2023 12:32:47,9911,325,35,101,,,,675.03125,,,1040,0,901,260,0,6848602,,
https://chat.google.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50226,chat.google.com/142.250.183.174,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://chat.google.com - connection dropped,01 Nov 2023 12:32:40,,,01 Nov 2023 12:32:45,4556,79,4036,,,,,0.0,,,,0,,,0,,,
https://rr3---sn-cvh76nlk.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,46956,rr3---sn-cvh76nlk.gvt1.com/172.217.136.104,443,,01 Nov 2023 12:32:44,,,01 Nov 2023 12:32:56,12361,186,168,517,,,,254.84375,,,1040,0,928,260,0,3223499,,
https://stocks-data-service.apple.com,COMPLETE,200,https,CONNECT,,/127.0.0.1,50227,stocks-data-service.apple.com/23.46.187.8,443,,01 Nov 2023 12:32:44,,,01 Nov 2023 12:33:13,28874,231,184,265,,,,1.2050781,,,1040,0,1951,260,0,32381,,
https://chat.google.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50231,chat.google.com/142.250.183.174,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://chat.google.com - connection dropped,01 Nov 2023 12:32:45,,,01 Nov 2023 12:32:46,875,153,38,,,,,0.0,,,,0,,,0,,,
https://chat.google.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50233,chat.google.com/142.250.183.174,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://chat.google.com - connection dropped,01 Nov 2023 12:32:46,,,01 Nov 2023 12:32:55,8906,3300,516,,,,,0.0,,,,0,,,0,,,
https://rr1---sn-cvh76nls.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,54868,rr1---sn-cvh76nls.gvt1.com/173.194.154.134,443,,01 Nov 2023 12:32:57,,,01 Nov 2023 12:32:57,389,21,23,81,,,,371.22363,,,1040,0,851,260,0,145721,,
https://rr5---sn-cvh76nld.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,43646,rr5---sn-cvh76nld.gvt1.com/173.194.154.234,443,,01 Nov 2023 12:33:02,,,01 Nov 2023 12:33:03,1203,255,43,374,,,,136.68945,,,1040,0,851,260,0,166234,,
https://rr3---sn-cvh76nl6.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,43660,rr3---sn-cvh76nl6.gvt1.com/173.194.154.200,443,,01 Nov 2023 12:33:03,,,01 Nov 2023 12:33:09,5422,62,24,117,,,,563.876,,,1040,0,929,260,0,3128483,,
https://music.youtube.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50239,music.youtube.com/142.250.183.206,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://music.youtube.com - connection dropped,01 Nov 2023 12:33:08,,,01 Nov 2023 12:33:10,1820,79,129,,,,,0.0,,,,0,,,0,,,
https://rr2---sn-cvh7knzd.gvt1.com,COMPLETE,200,https,CONNECT,,/192.168.1.174,43668,rr2---sn-cvh7knzd.gvt1.com/172.217.136.167,443,,01 Nov 2023 12:33:10,,,01 Nov 2023 12:33:11,889,307,127,131,,,,37.839844,,,1040,0,915,260,0,32232,,
https://music.youtube.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50241,music.youtube.com/142.250.182.238,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://music.youtube.com - connection dropped,01 Nov 2023 12:33:10,,,01 Nov 2023 12:33:11,227,21,167,,,,,0.0,,,,0,,,0,,,
https://music.youtube.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50244,music.youtube.com/142.250.182.238,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://music.youtube.com - connection dropped,01 Nov 2023 12:33:11,,,01 Nov 2023 12:33:11,145,71,32,,,,,0.0,,,,0,,,0,,,
https://configuration.apple.com,COMPLETE,200,https,CONNECT,,/127.0.0.1,50246,configuration.apple.com/23.201.220.26,443,,01 Nov 2023 12:33:11,,,01 Nov 2023 12:33:42,31617,124,62,275,,,,0.30078125,,,1040,0,562,260,0,7907,,
https://chat.google.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50248,chat.google.com/142.250.183.174,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://chat.google.com - connection dropped,01 Nov 2023 12:33:13,,,01 Nov 2023 12:33:13,405,95,34,,,,,0.0,,,,0,,,0,,,
https://chat.google.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50250,chat.google.com/142.250.183.174,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://chat.google.com - connection dropped,01 Nov 2023 12:33:13,,,01 Nov 2023 12:33:14,353,64,156,,,,,0.0,,,,0,,,0,,,
https://chat.google.com,BLOCKED,200,https,CONNECT,,/127.0.0.1,50252,chat.google.com/142.250.183.174,443,com.xk72.proxy.ProxyAbortException: Blocked CONNECT https://chat.google.com - connection dropped,01 Nov 2023 12:33:14,,,01 Nov 2023 12:33:14,183,98,41,,,,,0.0,,,,0,,,0,,,
